City,Severity_Level,Accident_Count,Severity_Ratio_Percent
STATESVILLE,1,13,2.82
STATESVILLE,2,364,78.96
STATESVILLE,3,15,3.25
STATESVILLE,4,69,14.97
STATHAM,2,4,40.0
STATHAM,4,6,60.0
STAUNTON,2,552,83.76
STAUNTON,3,23,3.49
STAUNTON,4,84,12.75
STAYTON,1,2,0.97
STAYTON,2,185,89.37
STAYTON,3,1,0.48
STAYTON,4,19,9.18
STEAMBOAT ROCK,2,8,88.89
STEAMBOAT ROCK,4,1,11.11
STEAMBOAT SPRINGS,2,7,36.84
STEAMBOAT SPRINGS,3,7,36.84
STEAMBOAT SPRINGS,4,5,26.32
STEDMAN,2,4,57.14
STEDMAN,4,3,42.86
STEELE,2,19,79.17
STEELE,3,2,8.33
STEELE,4,3,12.5
STEELEVILLE,4,2,100.0
STEEP FALLS,2,3,100.0
STEGER,1,1,33.33
STEGER,3,1,33.33
STEGER,4,1,33.33
STEILACOOM,4,2,100.0
STEINHATCHEE,2,39,100.0
STELLA,2,1,100.0
STEM,2,7,58.33
STEM,4,5,41.67
STEPHENS,2,1,100.0
STEPHENS CITY,2,169,89.42
STEPHENS CITY,3,1,0.53
STEPHENS CITY,4,19,10.05
STEPHENSON,2,2,25.0
STEPHENSON,4,6,75.0
STEPHENTOWN,2,30,90.91
STEPHENTOWN,4,3,9.09
STEPHENVILLE,2,2,100.0
STERLING,1,1,0.11
STERLING,2,793,85.27
STERLING,3,38,4.09
STERLING,4,98,10.54
STERLING CITY,2,1,100.0
STERLING HEIGHTS,2,66,52.8
STERLING HEIGHTS,3,25,20.0
STERLING HEIGHTS,4,34,27.2
STERRETT,2,10,90.91
STERRETT,4,1,9.09
STEUBENVILLE,2,2,50.0
STEUBENVILLE,4,2,50.0
STEVENS,1,2,1.83
STEVENS,2,103,94.5
STEVENS,4,4,3.67
STEVENS POINT,2,17,77.27
STEVENS POINT,4,5,22.73
STEVENSBURG,2,7,77.78
STEVENSBURG,4,2,22.22
STEVENSON,2,23,60.53
STEVENSON,3,1,2.63
STEVENSON,4,14,36.84
STEVENSON RANCH,2,225,99.56
STEVENSON RANCH,3,1,0.44
STEVENSVILLE,2,378,88.32
STEVENSVILLE,3,19,4.44
STEVENSVILLE,4,31,7.24
STEVINSON,2,153,98.71
STEVINSON,3,1,0.65
STEVINSON,4,1,0.65
STEWARD,2,1,50.0
STEWARD,4,1,50.0
STEWART,2,24,100.0
STEWARTSTOWN,2,21,87.5
STEWARTSTOWN,4,3,12.5
STEWARTSVILLE,2,28,65.12
STEWARTSVILLE,3,7,16.28
STEWARTSVILLE,4,8,18.6
STEWARTVILLE,2,212,98.15
STEWARTVILLE,3,4,1.85
STILESVILLE,2,20,74.07
STILESVILLE,3,1,3.7
STILESVILLE,4,6,22.22
STILL POND,2,2,100.0
STILLWATER,2,328,93.45
STILLWATER,3,13,3.7
STILLWATER,4,10,2.85
STILWELL,2,34,80.95
STILWELL,3,1,2.38
STILWELL,4,7,16.67
STINNETT,2,1,100.0
STINSON BEACH,2,57,96.61
STINSON BEACH,4,2,3.39
STIRLING CITY,2,2,100.0
STIRUM,2,4,100.0
STITES,2,1,100.0
STITTVILLE,2,2,100.0
STOCKBRIDGE,1,4,0.78
STOCKBRIDGE,2,338,66.02
STOCKBRIDGE,3,104,20.31
STOCKBRIDGE,4,66,12.89
STOCKDALE,4,1,100.0
STOCKERTOWN,2,1,50.0
STOCKERTOWN,4,1,50.0
STOCKETT,2,1,100.0
STOCKHOLM,2,2,40.0
STOCKHOLM,4,3,60.0
STOCKPORT,4,2,100.0
STOCKTON,1,76,1.36
STOCKTON,2,5375,96.34
STOCKTON,3,67,1.2
STOCKTON,4,61,1.09
STOCKTON SPRINGS,2,1,100.0
STODDARD,2,2,40.0
STODDARD,3,1,20.0
STODDARD,4,2,40.0
STOKES,2,13,81.25
STOKES,4,3,18.75
STOKESDALE,2,36,76.6
STOKESDALE,3,2,4.26
STOKESDALE,4,9,19.15
STONE MOUNTAIN,1,6,2.97
STONE MOUNTAIN,2,125,61.88
STONE MOUNTAIN,3,40,19.8
STONE MOUNTAIN,4,31,15.35
STONE PARK,2,2,100.0
STONE RIDGE,2,9,75.0
STONE RIDGE,3,2,16.67
STONE RIDGE,4,1,8.33
STONEBORO,2,6,75.0
STONEBORO,4,2,25.0
STONEHAM,1,1,1.61
STONEHAM,2,34,54.84
STONEHAM,3,17,27.42
STONEHAM,4,10,16.13
STONEVILLE,2,10,66.67
STONEVILLE,4,5,33.33
STONEWALL,2,2,100.0
STONINGTON,2,48,80.0
STONINGTON,3,4,6.67
STONINGTON,4,8,13.33
STONY BROOK,2,19,61.29
STONY BROOK,3,5,16.13
STONY BROOK,4,7,22.58
STONY CREEK,2,104,86.67
STONY CREEK,3,4,3.33
STONY CREEK,4,12,10.0
STONY POINT,2,92,92.93
STONY POINT,3,3,3.03
STONY POINT,4,4,4.04
STONYFORD,2,23,100.0
STORDEN,2,7,100.0
STORM LAKE,2,14,70.0
STORM LAKE,4,6,30.0
STORMVILLE,2,16,72.73
STORMVILLE,3,2,9.09
STORMVILLE,4,4,18.18
STORRS MANSFIELD,2,24,38.71
STORRS MANSFIELD,4,38,61.29
STORY CITY,2,52,98.11
STORY CITY,4,1,1.89
STOTTS CITY,2,1,50.0
STOTTS CITY,3,1,50.0
STOUGHTON,1,2,1.8
STOUGHTON,2,58,52.25
STOUGHTON,3,29,26.13
STOUGHTON,4,22,19.82
STOUT,4,2,100.0
STOUTSVILLE,4,6,100.0
STOW,1,2,11.76
STOW,2,7,41.18
STOW,3,8,47.06
STOWE,2,1,100.0
STOYSTOWN,2,68,93.15
STOYSTOWN,3,3,4.11
STOYSTOWN,4,2,2.74
STRAFFORD,2,63,96.92
STRAFFORD,3,1,1.54
STRAFFORD,4,1,1.54
STRASBURG,2,278,87.15
STRASBURG,3,8,2.51
STRASBURG,4,33,10.34
STRATFORD,1,2,0.27
STRATFORD,2,677,91.36
STRATFORD,3,43,5.8
STRATFORD,4,19,2.56
STRATHAM,2,9,100.0
STRATHMORE,1,1,0.46
STRATHMORE,2,213,98.61
STRATHMORE,4,2,0.93
STRATTANVILLE,2,4,100.0
STRATTON,2,1,25.0
STRATTON,3,1,25.0
STRATTON,4,2,50.0
STRAUGHN,2,23,63.89
STRAUGHN,3,5,13.89
STRAUGHN,4,8,22.22
STRAWBERRY,2,2,100.0
STRAWBERRY PLAINS,2,15,68.18
STRAWBERRY PLAINS,4,7,31.82
STRAWBERRY POINT,2,1,25.0
STRAWBERRY POINT,4,3,75.0
STRAWBERRY VALLEY,2,14,100.0
STRAWN,2,1,50.0
STRAWN,4,1,50.0
STREAMWOOD,2,29,63.04
STREAMWOOD,3,13,28.26
STREAMWOOD,4,4,8.7
STREATOR,4,1,100.0
STREET,2,39,61.9
STREET,3,1,1.59
STREET,4,23,36.51
STREETER,2,1,100.0
STREETMAN,4,1,100.0
STREETSBORO,1,3,17.65
STREETSBORO,2,8,47.06
STREETSBORO,3,2,11.76
STREETSBORO,4,4,23.53
STROMSBURG,2,1,100.0
STRONG,2,4,50.0
STRONG,4,4,50.0
STRONGSTOWN,2,23,76.67
STRONGSTOWN,4,7,23.33
STRONGSVILLE,1,13,22.03
STRONGSVILLE,2,38,64.41
STRONGSVILLE,3,1,1.69
STRONGSVILLE,4,7,11.86
STROUD,2,1,100.0
STROUDSBURG,2,147,59.27
STROUDSBURG,3,12,4.84
STROUDSBURG,4,89,35.89
STRUM,2,1,50.0
STRUM,4,1,50.0
STRYKER,4,1,100.0
STRYKERSVILLE,4,6,100.0
STUART,1,1,0.31
STUART,2,268,82.72
STUART,3,14,4.32
STUART,4,41,12.65
STUARTS DRAFT,2,16,57.14
STUARTS DRAFT,3,2,7.14
STUARTS DRAFT,4,10,35.71
STUDIO CITY,2,627,95.87
STUDIO CITY,3,24,3.67
STUDIO CITY,4,3,0.46
STURBRIDGE,2,50,70.42
STURBRIDGE,3,12,16.9
STURBRIDGE,4,9,12.68
STURGEON,2,1,33.33
STURGEON,4,2,66.67
STURGEON LAKE,2,75,100.0
STURGIS,3,1,4.35
STURGIS,4,22,95.65
STURTEVANT,2,60,60.61
STURTEVANT,3,22,22.22
STURTEVANT,4,17,17.17
STUTTGART,2,5,45.45
STUTTGART,4,6,54.55
STUYVESANT,2,8,80.0
STUYVESANT,3,1,10.0
STUYVESANT,4,1,10.0
SUAMICO,2,1,100.0
SUBLETTE,4,2,100.0
SUBLIMITY,2,113,91.13
SUBLIMITY,4,11,8.87
SUCCASUNNA,2,10,100.0
SUDAN,3,1,100.0
SUDBURY,4,1,100.0
SUDLERSVILLE,2,54,67.5
SUDLERSVILLE,4,26,32.5
SUFFERN,1,1,0.36
SUFFERN,2,259,93.5
SUFFERN,3,3,1.08
SUFFERN,4,14,5.05
SUFFIELD,4,3,100.0
SUFFOLK,1,1,0.08
SUFFOLK,2,1007,83.43
SUFFOLK,3,36,2.98
SUFFOLK,4,163,13.5
SUGAR CITY,2,5,83.33
SUGAR CITY,4,1,16.67
SUGAR GROVE,2,24,42.86
SUGAR GROVE,3,20,35.71
SUGAR GROVE,4,12,21.43
SUGAR HILL,2,3,33.33
SUGAR HILL,3,1,11.11
SUGAR HILL,4,5,55.56
SUGAR LAND,2,111,66.07
SUGAR LAND,3,39,23.21
SUGAR LAND,4,18,10.71
SUGAR RUN,2,3,100.0
SUGARCREEK,4,19,100.0
SUGARLOAF,2,45,84.91
SUGARLOAF,4,8,15.09
SUISUN CITY,1,7,5.69
SUISUN CITY,2,108,87.8
SUISUN CITY,3,1,0.81
SUISUN CITY,4,7,5.69
SUITLAND,1,8,1.02
SUITLAND,2,668,85.42
SUITLAND,3,59,7.54
SUITLAND,4,47,6.01
SULA,2,11,100.0
SULLIGENT,2,2,100.0
SULLIVAN,2,10,43.48
SULLIVAN,4,13,56.52
SULLIVANS ISLAND,2,2,100.0
SULPHUR,2,35,76.09
SULPHUR,3,2,4.35
SULPHUR,4,9,19.57
SULPHUR SPRINGS,4,1,100.0
SULTAN,1,1,3.7
SULTAN,2,15,55.56
SULTAN,3,6,22.22
SULTAN,4,5,18.52
SULTANA,2,1,100.0
SUMAS,2,2,33.33
SUMAS,4,4,66.67
SUMERCO,2,6,85.71
SUMERCO,4,1,14.29
SUMERDUCK,4,1,100.0
SUMMER LAKE,2,42,97.67
SUMMER LAKE,4,1,2.33
SUMMER SHADE,4,1,100.0
SUMMERFIELD,2,426,95.52
SUMMERFIELD,3,2,0.45
SUMMERFIELD,4,18,4.04
SUMMERHILL,2,30,100.0
SUMMERLAND,2,156,100.0
SUMMERLAND KEY,2,37,69.81
SUMMERLAND KEY,4,16,30.19
SUMMERSVILLE,2,8,57.14
SUMMERSVILLE,3,2,14.29
SUMMERSVILLE,4,4,28.57
SUMMERTON,2,187,95.41
SUMMERTON,3,1,0.51
SUMMERTON,4,8,4.08
SUMMERTOWN,2,2,100.0
SUMMERVILLE,1,10,0.47
SUMMERVILLE,2,2074,96.78
SUMMERVILLE,3,14,0.65
SUMMERVILLE,4,45,2.1
SUMMIT,2,148,83.62
SUMMIT,3,24,13.56
SUMMIT,4,5,2.82
SUMMIT ARGO,1,1,6.25
SUMMIT ARGO,2,6,37.5
SUMMIT ARGO,3,8,50.0
SUMMIT ARGO,4,1,6.25
SUMMIT POINT,2,2,66.67
SUMMIT POINT,4,1,33.33
SUMNER,1,5,2.19
SUMNER,2,194,85.09
SUMNER,3,18,7.89
SUMNER,4,11,4.82
SUMPTER,2,101,94.39
SUMPTER,3,3,2.8
SUMPTER,4,3,2.8
SUMRALL,2,5,100.0
SUMTER,2,894,96.96
SUMTER,3,2,0.22
SUMTER,4,26,2.82
SUMTERVILLE,2,17,70.83
SUMTERVILLE,3,1,4.17
SUMTERVILLE,4,6,25.0
SUN CITY,1,51,12.91
SUN CITY,2,296,74.94
SUN CITY,3,9,2.28
SUN CITY,4,39,9.87
SUN CITY CENTER,1,5,4.07
SUN CITY CENTER,2,113,91.87
SUN CITY CENTER,4,5,4.07
SUN CITY WEST,1,13,12.87
SUN CITY WEST,2,80,79.21
SUN CITY WEST,4,8,7.92
SUN LAKES,1,3,17.65
SUN LAKES,2,12,70.59
SUN LAKES,4,2,11.76
SUN PRAIRIE,2,21,45.65
SUN PRAIRIE,3,5,10.87
SUN PRAIRIE,4,20,43.48
SUN RIVER,2,18,90.0
SUN RIVER,4,2,10.0
SUN VALLEY,2,1609,95.55
SUN VALLEY,3,63,3.74
SUN VALLEY,4,12,0.71
SUNAPEE,2,3,75.0
SUNAPEE,4,1,25.0
SUNBURG,2,12,100.0
SUNBURST,2,7,77.78
SUNBURST,4,2,22.22
SUNBURY,2,202,87.83
SUNBURY,3,3,1.3
SUNBURY,4,25,10.87
SUNCOOK,2,2,100.0
SUNDANCE,2,8,100.0
SUNDERLAND,4,1,100.0
SUNFIELD,4,4,100.0
SUNLAND,2,201,96.17
SUNLAND,3,7,3.35
SUNLAND,4,1,0.48
SUNMAN,2,9,50.0
SUNMAN,3,1,5.56
SUNMAN,4,8,44.44
SUNNY ISLES BEACH,2,699,100.0
SUNNYSIDE,2,5,41.67
SUNNYSIDE,3,3,25.0
SUNNYSIDE,4,4,33.33
SUNNYVALE,1,11,0.89
SUNNYVALE,2,1145,92.49
SUNNYVALE,3,65,5.25
SUNNYVALE,4,17,1.37
SUNOL,1,33,2.57
SUNOL,2,1182,92.13
SUNOL,3,49,3.82
SUNOL,4,19,1.48
SUNRISE,2,30,83.33
SUNRISE,3,4,11.11
SUNRISE,4,2,5.56
SUNSET,2,53,98.15
SUNSET,4,1,1.85
SUNSET BEACH,2,3,75.0
SUNSET BEACH,4,1,25.0
SUNSET VALLEY,2,2,100.0
SUPERIOR,2,252,83.44
SUPERIOR,3,8,2.65
SUPERIOR,4,42,13.91
SUPERIOR CITY,2,4,100.0
SUPPLY,1,1,5.0
SUPPLY,2,14,70.0
SUPPLY,3,1,5.0
SUPPLY,4,4,20.0
SURFSIDE,2,203,99.51
SURFSIDE,4,1,0.49
SURFSIDE BEACH,2,28,100.0
SURGOINSVILLE,2,1,100.0
SURING,2,2,40.0
SURING,4,3,60.0
SURPRISE,1,62,11.27
SURPRISE,2,448,81.45
SURPRISE,3,12,2.18
SURPRISE,4,28,5.09
SURRENCY,2,1,33.33
SURRENCY,4,2,66.67
SURREY,2,5,100.0
SURRY,2,8,50.0
SURRY,4,8,50.0
SUSANVILLE,2,487,98.98
SUSANVILLE,4,5,1.02
SUSQUEHANNA,2,7,87.5
SUSQUEHANNA,4,1,12.5
SUSSEX,2,7,33.33
SUSSEX,3,1,4.76
SUSSEX,4,13,61.9
SUTHERLAND,2,25,64.1
SUTHERLAND,3,2,5.13
SUTHERLAND,4,12,30.77
SUTHERLIN,2,258,96.63
SUTHERLIN,3,5,1.87
SUTHERLIN,4,4,1.5
SUTTER,2,85,97.7
SUTTER,4,2,2.3
SUTTER CREEK,2,115,99.14
SUTTER CREEK,3,1,0.86
SUTTON,2,63,81.82
SUTTON,3,4,5.19
SUTTON,4,10,12.99
SUTTONS BAY,4,4,100.0
SUWANEE,1,3,1.36
SUWANEE,2,166,75.11
SUWANEE,3,34,15.38
SUWANEE,4,18,8.14
SWAINSBORO,2,22,70.97
SWAINSBORO,3,4,12.9
SWAINSBORO,4,5,16.13
SWALEDALE,2,2,66.67
SWALEDALE,3,1,33.33
SWAN RIVER,2,28,100.0
SWAN VALLEY,2,7,70.0
SWAN VALLEY,4,3,30.0
SWANNANOA,1,4,8.7
SWANNANOA,2,37,80.43
SWANNANOA,3,2,4.35
SWANNANOA,4,3,6.52
SWANQUARTER,2,2,50.0
SWANQUARTER,4,2,50.0
SWANSEA,1,2,0.51
SWANSEA,2,366,94.09
SWANSEA,3,8,2.06
SWANSEA,4,13,3.34
SWANTON,2,16,34.78
SWANTON,3,2,4.35
SWANTON,4,28,60.87
SWANVILLE,2,22,100.0
SWANZEY,2,3,100.0
SWARTHMORE,2,17,100.0
SWARTZ CREEK,2,207,98.57
SWARTZ CREEK,3,1,0.48
SWARTZ CREEK,4,2,0.95
SWATARA,2,4,100.0
SWAYZEE,4,2,100.0
SWEA CITY,3,1,100.0
SWEDESBORO,1,1,0.42
SWEDESBORO,2,201,84.45
SWEDESBORO,3,11,4.62
SWEDESBORO,4,25,10.5
SWEENY,2,6,66.67
SWEENY,4,3,33.33
SWEET,2,2,100.0
SWEET GRASS,2,22,100.0
SWEET HOME,2,129,94.85
SWEET HOME,3,1,0.74
SWEET HOME,4,6,4.41
SWEET SPRINGS,2,32,88.89
SWEET SPRINGS,3,4,11.11
SWEET VALLEY,2,6,85.71
SWEET VALLEY,4,1,14.29
SWEETWATER,2,56,84.85
SWEETWATER,3,5,7.58
SWEETWATER,4,5,7.58
SWIFTON,2,1,25.0
SWIFTON,3,1,25.0
SWIFTON,4,2,50.0
SWIFTWATER,2,3,75.0
SWIFTWATER,4,1,25.0
SWISHER,2,113,93.39
SWISHER,3,2,1.65
SWISHER,4,6,4.96
SWISSHOME,2,32,100.0
SWITZ CITY,2,2,100.0
SWOOPE,2,11,47.83
SWOOPE,3,1,4.35
SWOOPE,4,11,47.83
SYCAMORE,2,14,66.67
SYCAMORE,3,2,9.52
SYCAMORE,4,5,23.81
SYKESTON,2,1,100.0
SYKESVILLE,2,98,56.65
SYKESVILLE,3,9,5.2
SYKESVILLE,4,66,38.15
SYLACAUGA,1,1,7.69
SYLACAUGA,2,7,53.85
SYLACAUGA,3,1,7.69
SYLACAUGA,4,4,30.77
SYLMAR,2,3012,93.83
SYLMAR,3,137,4.27
SYLMAR,4,61,1.9
SYLVA,1,1,2.04
SYLVA,2,45,91.84
SYLVA,3,1,2.04
SYLVA,4,2,4.08
SYLVAN BEACH,2,7,100.0
SYLVANIA,2,19,54.29
SYLVANIA,4,16,45.71
SYLVESTER,2,6,30.0
SYLVESTER,3,3,15.0
SYLVESTER,4,11,55.0
SYOSSET,2,92,67.65
SYOSSET,3,25,18.38
SYOSSET,4,19,13.97
SYRACUSE,1,13,0.54
SYRACUSE,2,2020,83.96
SYRACUSE,3,203,8.44
SYRACUSE,4,170,7.07
TABERG,2,44,100.0
TABERNACLE,2,1,20.0
TABERNACLE,4,4,80.0
TABIONA,2,2,100.0
TABLE ROCK,2,1,33.33
TABLE ROCK,4,2,66.67
TABOR CITY,2,12,75.0
TABOR CITY,4,4,25.0
TACNA,2,2,100.0
TACOMA,1,32,1.22
TACOMA,2,2100,80.06
TACOMA,3,318,12.12
TACOMA,4,173,6.6
TAFT,2,313,98.74
TAFT,3,2,0.63
TAFT,4,2,0.63
TAFTON,2,15,75.0
TAFTON,4,5,25.0
TAHOE CITY,2,275,98.21
TAHOE CITY,3,1,0.36
TAHOE CITY,4,4,1.43
TAHOE VISTA,2,39,100.0
TAHOMA,2,30,96.77
TAHOMA,4,1,3.23
TAIBAN,2,1,100.0
TAKOMA PARK,1,7,7.45
TAKOMA PARK,2,78,82.98
TAKOMA PARK,3,2,2.13
TAKOMA PARK,4,7,7.45
TALALA,2,1,25.0
TALALA,4,3,75.0
TALBOTTON,2,4,44.44
TALBOTTON,4,5,55.56
TALENT,2,243,97.2
TALENT,4,7,2.8
TALKING ROCK,2,6,25.0
TALKING ROCK,3,2,8.33
TALKING ROCK,4,16,66.67
TALLADEGA,2,7,100.0
TALLAHASSEE,1,130,3.91
TALLAHASSEE,2,3113,93.57
TALLAHASSEE,3,52,1.56
TALLAHASSEE,4,32,0.96
TALLAPOOSA,2,29,59.18
TALLAPOOSA,3,4,8.16
TALLAPOOSA,4,16,32.65
TALLASSEE,2,3,60.0
TALLASSEE,4,2,40.0
TALLMADGE,2,5,100.0
TALLULAH,2,16,80.0
TALLULAH,3,1,5.0
TALLULAH,4,3,15.0
TALMAGE,2,55,98.21
TALMAGE,4,1,1.79
TALMO,2,5,38.46
TALMO,4,8,61.54
TALMOON,2,1,100.0
TAMA,2,2,50.0
TAMA,4,2,50.0
TAMAQUA,2,15,71.43
TAMAQUA,4,6,28.57
TAMARAC,2,4,30.77
TAMARAC,3,1,7.69
TAMARAC,4,8,61.54
TAMARACK,2,21,95.45
TAMARACK,3,1,4.55
TAMASSEE,2,9,100.0
TAMPA,1,233,2.12
TAMPA,2,9933,90.43
TAMPA,3,505,4.6
TAMPA,4,313,2.85
TAMWORTH,2,1,100.0
TANEYTOWN,1,2,9.09
TANEYTOWN,2,9,40.91
TANEYTOWN,3,1,4.55
TANEYTOWN,4,10,45.45
TANGENT,2,277,98.23
TANGENT,3,3,1.06
TANGENT,4,2,0.71
TANNER,1,1,0.82
TANNER,2,108,88.52
TANNER,3,9,7.38
TANNER,4,4,3.28
TANNERSVILLE,2,75,86.21
TANNERSVILLE,3,2,2.3
TANNERSVILLE,4,10,11.49
TAOPI,2,1,100.0
TAOS,2,2,100.0
TAPPAHANNOCK,2,59,73.75
TAPPAHANNOCK,3,1,1.25
TAPPAHANNOCK,4,20,25.0
TAPPAN,2,12,92.31
TAPPAN,4,1,7.69
TAPPEN,2,31,100.0
TAR HEEL,1,2,8.0
TAR HEEL,2,15,60.0
TAR HEEL,4,8,32.0
TARBORO,2,39,78.0
TARBORO,4,11,22.0
TARENTUM,2,23,79.31
TARENTUM,3,3,10.34
TARENTUM,4,3,10.34
TARPON SPRINGS,1,14,2.55
TARPON SPRINGS,2,527,96.17
TARPON SPRINGS,3,2,0.36
TARPON SPRINGS,4,5,0.91
TARRS,2,5,55.56
TARRS,3,2,22.22
TARRS,4,2,22.22
TARRYTOWN,1,2,0.5
TARRYTOWN,2,370,92.96
TARRYTOWN,3,14,3.52
TARRYTOWN,4,12,3.02
TARZAN,3,1,100.0
TARZANA,2,652,95.18
TARZANA,3,30,4.38
TARZANA,4,3,0.44
TATE,4,1,100.0
TATUM,2,2,66.67
TATUM,4,1,33.33
TAUNTON,1,2,5.13
TAUNTON,2,22,56.41
TAUNTON,3,13,33.33
TAUNTON,4,2,5.13
TAVARES,2,29,100.0
TAVERNIER,2,41,82.0
TAVERNIER,4,9,18.0
TAWAS CITY,4,5,100.0
TAYLOR,1,1,0.32
TAYLOR,2,248,79.49
TAYLOR,3,36,11.54
TAYLOR,4,27,8.65
TAYLOR MILL,2,1,100.0
TAYLORS,2,711,98.61
TAYLORS,4,10,1.39
TAYLORS FALLS,2,52,94.55
TAYLORS FALLS,3,1,1.82
TAYLORS FALLS,4,2,3.64
TAYLORSVILLE,1,2,1.14
TAYLORSVILLE,2,129,73.71
TAYLORSVILLE,3,20,11.43
TAYLORSVILLE,4,24,13.71
TAZEWELL,2,7,63.64
TAZEWELL,4,4,36.36
TEACHEY,2,1,100.0
TEAGUE,3,2,33.33
TEAGUE,4,4,66.67
TEANECK,2,420,91.7
TEANECK,3,19,4.15
TEANECK,4,19,4.15
TEASDALE,2,16,66.67
TEASDALE,3,4,16.67
TEASDALE,4,4,16.67
TECATE,2,3,60.0
TECATE,4,2,40.0
TECUMSEH,2,6,54.55
TECUMSEH,4,5,45.45
TEEC NOS POS,2,30,66.67
TEEC NOS POS,3,4,8.89
TEEC NOS POS,4,11,24.44
TEHACHAPI,2,879,98.76
TEHACHAPI,3,7,0.79
TEHACHAPI,4,4,0.45
TEJON RANCH,2,2,100.0
TEKAMAH,2,3,100.0
TEKONSHA,2,5,41.67
TEKONSHA,4,7,58.33
TELFORD,2,266,98.15
TELFORD,3,2,0.74
TELFORD,4,3,1.11
TELL CITY,2,2,50.0
TELL CITY,4,2,50.0
TELLICO PLAINS,4,1,100.0
TEMECULA,2,2031,97.69
TEMECULA,3,34,1.64
TEMECULA,4,14,0.67
TEMPE,1,218,6.71
TEMPE,2,2666,82.06
TEMPE,3,237,7.29
TEMPE,4,128,3.94
TEMPERANCE,2,6,40.0
TEMPERANCE,4,9,60.0
TEMPERANCEVILLE,2,15,88.24
TEMPERANCEVILLE,4,2,11.76
TEMPLE,2,97,62.58
TEMPLE,3,16,10.32
TEMPLE,4,42,27.1
TEMPLE CITY,2,28,100.0
TEMPLE HILLS,1,10,1.42
TEMPLE HILLS,2,637,90.23
TEMPLE HILLS,3,24,3.4
TEMPLE HILLS,4,35,4.96
TEMPLE TERRACE,2,11,84.62
TEMPLE TERRACE,4,2,15.38
TEMPLETON,1,1,0.29
TEMPLETON,2,341,97.43
TEMPLETON,3,3,0.86
TEMPLETON,4,5,1.43
TEN MILE,2,1,50.0
TEN MILE,4,1,50.0
TENAFLY,2,5,83.33
TENAFLY,3,1,16.67
TENAHA,2,1,50.0
TENAHA,3,1,50.0
TENINO,2,25,75.76
TENINO,4,8,24.24
TENMILE,2,66,91.67
TENMILE,4,6,8.33
TENNESSEE,3,2,100.0
TENNYSON,2,6,85.71
TENNYSON,4,1,14.29
TENSED,2,7,77.78
TENSED,4,2,22.22
TERMO,2,66,97.06
TERMO,4,2,2.94
TERRA BELLA,2,199,99.5
TERRA BELLA,4,1,0.5
TERRA CEIA,2,23,100.0
TERRACE PARK,1,1,100.0
TERRE HAUTE,2,86,72.27
TERRE HAUTE,3,7,5.88
TERRE HAUTE,4,26,21.85
TERRE HILL,2,2,100.0
TERREBONNE,2,183,97.34
TERREBONNE,3,2,1.06
TERREBONNE,4,3,1.6
TERRELL,2,92,84.4
TERRELL,3,7,6.42
TERRELL,4,10,9.17
TERRY,2,40,88.89
TERRY,3,1,2.22
TERRY,4,4,8.89
TERRYVILLE,2,5,83.33
TERRYVILLE,4,1,16.67
TETERBORO,2,25,71.43
TETERBORO,3,5,14.29
TETERBORO,4,5,14.29
TETON,2,1,50.0
TETON,4,1,50.0
TETONIA,2,2,100.0
TEUTOPOLIS,2,1,25.0
TEUTOPOLIS,4,3,75.0
TEWKSBURY,1,1,3.57
TEWKSBURY,2,24,85.71
TEWKSBURY,4,3,10.71
TEXARKANA,2,83,79.81
TEXARKANA,3,3,2.88
TEXARKANA,4,18,17.31
TEXAS CITY,2,15,25.86
TEXAS CITY,3,9,15.52
TEXAS CITY,4,34,58.62
TEXLINE,4,2,100.0
TEXOLA,4,1,100.0
THACKERVILLE,2,1,20.0
THACKERVILLE,4,4,80.0
THATCHER,2,4,57.14
THATCHER,4,3,42.86
THAXTON,2,11,61.11
THAXTON,4,7,38.89
THAYER,2,7,87.5
THAYER,4,1,12.5
THE COLONY,2,9,56.25
THE COLONY,3,7,43.75
THE DALLES,2,1426,98.62
THE DALLES,3,5,0.35
THE DALLES,4,15,1.04
THE HILLS,2,4,100.0
THE PLAINS,2,110,84.62
THE PLAINS,3,2,1.54
THE PLAINS,4,18,13.85
THE SEA RANCH,2,32,94.12
THE SEA RANCH,3,1,2.94
THE SEA RANCH,4,1,2.94
THE VILLAGES,2,93,100.0
THEDFORD,2,1,100.0
THEODORE,1,3,2.7
THEODORE,2,100,90.09
THEODORE,3,6,5.41
THEODORE,4,2,1.8
THERESA,2,5,38.46
THERESA,4,8,61.54
THERMAL,2,6,75.0
THERMAL,4,2,25.0
THERMOPOLIS,2,2,40.0
THERMOPOLIS,3,1,20.0
THERMOPOLIS,4,2,40.0
THETFORD CENTER,2,2,100.0
THIBODAUX,2,13,100.0
THIELLS,3,3,100.0
THOMASTON,2,41,56.16
THOMASTON,3,1,1.37
THOMASTON,4,31,42.47
THOMASVILLE,1,4,1.84
THOMASVILLE,2,138,63.59
THOMASVILLE,3,29,13.36
THOMASVILLE,4,46,21.2
THOMPSON,2,369,93.18
THOMPSON,3,8,2.02
THOMPSON,4,19,4.8
THOMPSON FALLS,2,37,97.37
THOMPSON FALLS,4,1,2.63
THOMPSONS STATION,2,33,71.74
THOMPSONS STATION,3,3,6.52
THOMPSONS STATION,4,10,21.74
THOMPSONTOWN,2,70,95.89
THOMPSONTOWN,3,1,1.37
THOMPSONTOWN,4,2,2.74
THOMPSONVILLE,4,2,100.0
